Type	Chat
general	Th¾t l­ng nµy ®· n©ng cÊp ch­a?
general	Giµy nµy ®· n©ng cÊp ch­a?
general	Vò khİ nµy ®· n©ng cÊp ch­a?
general	§ång ı mua, chóng ta giao dŞch ë Thµnh §« nha
general	§ång ı mua, chóng ta giao dŞch ë BiÖn Kinh nha
general	§ång ı mua, chóng ta giao dŞch ë D­¬ng Ch©u nha
general	§ång ı mua, chóng ta giao dŞch ë T­¬ng D­¬ng nha
general	§ång ı mua, chóng ta giao dŞch ë §Şa Lı nha
general	§ång ı mua, chóng ta giao dŞch ë Ph­îng T­êng nha
general	§ång ı mua, chóng ta giao dŞch ë L©m An nha
general	ChuyÓn tiÒn råi, kiÓm tra vµ göi ®å gióp m×nh
general	Chóng ta gÆp nhau ë Thµnh §« nha
general	Chóng ta gÆp nhau ë BiÖn Kinh nha
general	Chóng ta gÆp nhau ëD­¬ng Ch©u nha
general	Chóng ta gÆp nhau ë T­¬ng D­¬ng nha
general	Chóng ta gÆp nhau ë §Şa Lı nha
general	Chóng ta gÆp nhau ë Ph­îng T­êng nha
general	Chóng ta gÆp nhau ë L©m An nha
general	VËt phÈm nµy kiÕm ë ®©u vËy?
general	§ao nµy kiÕm ë ®©u vËy?
general	KiÕm nµy kiÕm ë ®©u vËy?
general	Th­¬ng nµy kiÕm ë ®©u vËy?
general	Bæng nµy kiÕm ë ®©u vËy?
general	Phi ®ao nµy kiÕm ë ®©u vËy?
general	Phi tiªu nµy kiÕm ë ®©u vËy?
general	Bæng nµy kiÕm ë ®©u vËy?
general	CÇm nµy kiÕm ë ®©u vËy?
general	ThuÉn nµy kiÕm ë ®©u vËy?
general	¸o nµy kiÕm ë ®©u vËy?
general	Ngùa nµy kiÕm ë ®©u vËy?
general	Phi Phong nµy kiÕm ë ®©u vËy?
general	Nãn nµy kiÕm ë ®©u vËy?
general	D©y chuyÒn kiÕm ë ®©u vËy?
general	Hé UyÓn kiÕm ë ®©u vËy?
general	NhÉn nµy kiÕm ë ®©u vËy?
general	Ngäc béi nkiÕm ë ®©u vËy?
general	Th¾t l­ng nµy kiÕm ë ®©u vËy?
general	Giµy nµy kiÕm ë ®©u vËy?
general	Vò khİ nµy kiÕm ë ®©u vËy?
general	Cã ai lµm trung gian giao dŞch kh«ng?
general	Ta cÇn mua 1 c©y vò khİ cÊp 10, ai b¸n kh«ng?
general	Ta cÇn mua 1 c©y ®ao cÊp 10, ai b¸n kh«ng?
general	Ta cÇn mua 1 c©y th­¬ng cÊp 10, ai b¸n kh«ng?
general	Ta cÇn mua 1 c©y bæng cÊp 10, ai b¸n kh«ng?
general	Ta cÇn mua 1 c©y phi ®ao cÊp 10, ai b¸n kh«ng?
general	Ta cÇn mua 1 c©y phi tiªu cÊp 10, ai b¸n kh«ng?
general	Ta cÇn mua 1 ¸o gi¸p cÊp 10, ai b¸n kh«ng?
general	Ta cÇn mua 1 nãn cÊp 10, ai b¸n kh«ng?
general	Ta cÇn mua 1 hé uyÓn cÊp 10, ai b¸n kh«ng?
general	Ta cÇn mua 1 nhÉn cÊp 10, ai b¸n kh«ng?
general	Ta cÇn mua 1 ngäc béi cÊp 10, ai b¸n kh«ng?
general	Ta cÇn mua 1 ®ai l­ng cÊp 10, ai b¸n kh«ng?
general	Ta cÇn mua 1 giµy cÊp 10, ai b¸n kh«ng?
general	Ta cÇn mua 1 ngùa cÊp 10, ai b¸n kh«ng?
general	Ta cÇn mua 1 phi phong cÊp 10, ai b¸n kh«ng?
general	Ai b¸n thuèc håi m¸u lo¹i m¹nh kh«ng?
general	Ai b¸n thuèc håi néi lùc lo¹i m¹nh kh«ng?
general	Ai b¸n thuèc håi thÓ lùc lo¹i m¹nh kh«ng?
general	Ai b¸n thuèc gi¶i ®éc lo¹i m¹nh kh«ng?
general	§ang cã vµi Tinh Hång B¶o Th¹ch cÇn b¸n, ai mua?
general	§ang cã vµi Tiªn Th¶o Lé cÇn b¸n, ai mua?
general	§ang cã vµi Thñy Tinh cÇn b¸n, ai mua?
general	§ang cã vµi Bİ Kİp Vâ C«ng cÇn b¸n, ai mua?
general	§ang cã vµi ThiÕt La H¸n cÇn b¸n, ai mua?
general	§ang cã vµi B¸t Nh· Kinh cÇn b¸n, ai mua?
general	§ang cã vµi Tµng B¶o §å cÇn b¸n, ai mua?
general	§ang cã vµi Vâ L©m MËt TŞch cÇn b¸n, ai mua?
general	§ang cã vµi vò khİ xŞn cÇn b¸n, ai mua?
general	§ang cã vµi nhÉn xŞn cÇn b¸n, ai mua?
general	§ang cã vµi ¸o xŞn cÇn b¸n, ai mua?
general	§ang cã vµi mò xŞn cÇn b¸n, ai mua?
general	§ang cã vµi d©y chuyÒn xŞn cÇn b¸n, ai mua?
general	§ang cã vµi hé uyÓn xŞn cÇn b¸n, ai mua?
general	§ang cã vµi ngäc béi xŞn cÇn b¸n, ai mua?
general	§ang cã vµi ®ai l­ng xŞn cÇn b¸n, ai mua?
general	§ang cã vµi giµy cÇn b¸n, ai mua?
general	§ang cã vµi ngùa xŞn cÇn b¸n, ai mua?
general	§ang cã vµi phi phong xŞn cÇn b¸n, ai mua?
general	Ta muèn mua bİ kİp nµy, nh­ng gi¸ h¬i cao
general	Ta muèn mua tr©n b¶o nµy, nh­ng gi¸ h¬i cao
general	Ta muèn mua b¹ch cÇu hoµn nµy, nh­ng gi¸ h¬i cao
general	Ta muèn mua kiÕm nµy, nh­ng gi¸ h¬i cao
general	Ta muèn mua ®ao nµy, nh­ng gi¸ h¬i cao
general	Ta muèn mua th­¬ng nµy, nh­ng gi¸ h¬i cao
general	Ta muèn mua bæng nµy, nh­ng gi¸ h¬i cao
general	Ta muèn mua phi ®ao nµy, nh­ng gi¸ h¬i cao
general	Ta muèn mua phi tiªu nµy, nh­ng gi¸ h¬i cao
general	Ta muèn mua cÇm nµy, nh­ng gi¸ h¬i cao
general	Ta muèn mua thuÉn nµy, nh­ng gi¸ h¬i cao
general	Ta muèn mua ¸o nµy, nh­ng gi¸ h¬i cao
general	Ta muèn mua mò nµy, nh­ng gi¸ h¬i cao
general	Ta muèn mua d©y chuyÒn nµy, nh­ng gi¸ h¬i cao
general	Ta muèn mua hé uyÓn nµy, nh­ng gi¸ h¬i cao
general	Ta muèn mua nhÉn nµy, nh­ng gi¸ h¬i cao
general	Ta muèn mua ngäc béi nµy, nh­ng gi¸ h¬i cao
general	Ta muèn mua giµy nµy, nh­ng gi¸ h¬i cao
general	Ta muèn mua ngùa nµy, nh­ng gi¸ h¬i cao
general	Ta muèn mua phi phong nµy, nh­ng gi¸ h¬i cao
general	Ta muèn mua thñy tinh nµy, nh­ng gi¸ h¬i cao
general	Ta muèn mua tinh hång b¶o th¹ch nµy, nh­ng gi¸ h¬i cao
general	Bİ kİp nµy, cã thÓ th­¬ng l­îng ®­îc kh«ng?
general	Tr©n b¶o nµy, cã thÓ th­¬ng l­îng ®­îc kh«ng?
general	B¹ch cÇu hoµn nµy, cã thÓ th­¬ng l­îng ®­îc kh«ng?
general	KiÕm nµy, cã thÓ th­¬ng l­îng ®­îc kh«ng?
general	§ao nµy, cã thÓ th­¬ng l­îng ®­îc kh«ng?
general	Th­¬ng nµy, cã thÓ th­¬ng l­îng ®­îc kh«ng?
general	Bæng nµy, cã thÓ th­¬ng l­îng ®­îc kh«ng?
general	Phi ®ao nµy, cã thÓ th­¬ng l­îng ®­îc kh«ng?
general	Phi tiªu nµy, cã thÓ th­¬ng l­îng ®­îc kh«ng?
general	CÇm nµy, cã thÓ th­¬ng l­îng ®­îc kh«ng?
general	ThuÉn nµy, cã thÓ th­¬ng l­îng ®­îc kh«ng?
general	¸o nµy, cã thÓ th­¬ng l­îng ®­îc kh«ng?
general	Mò nµy, cã thÓ th­¬ng l­îng ®­îc kh«ng?
general	D©y chuyÒn nµy, cã thÓ th­¬ng l­îng ®­îc kh«ng?
general	Hé uyÓn nµy, cã thÓ th­¬ng l­îng ®­îc kh«ng?
general	NhÉn nµy, cã thÓ th­¬ng l­îng ®­îc kh«ng?
general	Ngäc béi nµy, cã thÓ th­¬ng l­îng ®­îc kh«ng?
general	Giµy nµy, cã thÓ th­¬ng l­îng ®­îc kh«ng?
general	Ngùa nµy, cã thÓ th­¬ng l­îng ®­îc kh«ng?
general	Phi phong nµy, cã thÓ th­¬ng l­îng ®­îc kh«ng?
general	Thñy tinh nµy, cã thÓ th­¬ng l­îng ®­îc kh«ng?
general	Tinh hång b¶o th¹ch nµy, cã thÓ th­¬ng l­îng ®­îc kh«ng?
general	Bİ kİp nµy, ®· qua sö dông ch­a?
general	Tr©n b¶o nµy, ®· qua sö dông ch­a?
general	B¹ch cÇu hoµn nµy, ®· qua sö dông ch­a?
general	KiÕm nµy, ®· qua sö dông ch­a?
general	§ao nµy, ®· qua sö dông ch­a?
general	Th­¬ng nµy, ®· qua sö dông ch­a?
general	Bæng nµy, ®· qua sö dông ch­a?
general	Phi ®ao nµy, ®· qua sö dông ch­a?
general	Phi tiªu nµy, ®· qua sö dông ch­a?
general	CÇm nµy, ®· qua sö dông ch­a?
general	ThuÉn nµy, ®· qua sö dông ch­a?
general	¸o nµy, ®· qua sö dông ch­a?
general	Mò nµy, ®· qua sö dông ch­a?
general	D©y chuyÒn nµy, ®· qua sö dông ch­a?
general	Hé uyÓn nµy, ®· qua sö dông ch­a?
general	NhÉn nµy, ®· qua sö dông ch­a?
general	Ngäc béi nµy, ®· qua sö dông ch­a?
general	Giµy nµy, ®· qua sö dông ch­a?
general	Ngùa nµy, ®· qua sö dông ch­a?
general	Phi phong nµy, ®· qua sö dông ch­a?
general	Thñy tinh nµy, ®· qua sö dông ch­a?
general	Tinh hång b¶o th¹ch nµy, ®· qua sö dông ch­a?
general	Ta ®· chuÈn bŞ ®ñ tiÒn!
general	Cã thÓ giao dŞch ch­a?
general	Ng­¬i cã biÕt ®©y lµ g×?
general	Ng­¬i b¸n bİ kİp nµy, gi¸ bao nhiªu vËy?
general	Ng­¬i b¸n tr©n b¶o nµy, gi¸ bao nhiªu vËy?
general	Ng­¬i b¸n b¹ch cÇu hoµn nµy, gi¸ bao nhiªu vËy?
general	Ng­¬i b¸n kiÕm nµy, gi¸ bao nhiªu vËy?
general	Ng­¬i b¸n ®ao nµy, gi¸ bao nhiªu vËy?
general	Ng­¬i b¸n th­¬ng nµy, gi¸ bao nhiªu vËy?
general	Ng­¬i b¸n bæng nµy, gi¸ bao nhiªu vËy?
general	Ng­¬i b¸n phi ®ao nµy, gi¸ bao nhiªu vËy?
general	Ng­¬i b¸n phi tiªu nµy, gi¸ bao nhiªu vËy?
general	Ng­¬i b¸n cÇm nµy, gi¸ bao nhiªu vËy?
general	Ng­¬i b¸n thuÉn nµy, gi¸ bao nhiªu vËy?
general	Ng­¬i b¸n ¸o nµy, gi¸ bao nhiªu vËy?
general	Ng­¬i b¸n mò nµy, gi¸ bao nhiªu vËy?
general	Ng­¬i b¸n d©y chuyÒn nµy, gi¸ bao nhiªu vËy?
general	Ng­¬i b¸n hé uyÓn nµy, gi¸ bao nhiªu vËy?
general	Ng­¬i b¸n nhÉn nµy, gi¸ bao nhiªu vËy?
general	Ng­¬i b¸n ngäc béi nµy, gi¸ bao nhiªu vËy?
general	Ng­¬i b¸n giµy nµy, gi¸ bao nhiªu vËy?
general	Ng­¬i b¸n ngùa nµy, gi¸ bao nhiªu vËy?
general	Ng­¬i b¸n phi phong nµy, gi¸ bao nhiªu vËy?
general	Ng­¬i b¸n thñy tinh nµy, gi¸ bao nhiªu vËy?
general	Ng­¬i b¸n tinh hång b¶o th¹ch nµy, gi¸ bao nhiªu vËy?
general	Ai muèn ®æi bİ kİp nµy kh«ng?
general	Ai muèn ®æi tr©n b¶o nµy kh«ng?
general	Ai muèn ®æi b¹ch cÇu hoµn nµy kh«ng?
general	Ai muèn ®æi kiÕm nµy kh«ng?
general	Ai muèn ®æi ®ao nµy kh«ng?
general	Ai muèn ®æi th­¬ng nµy kh«ng?
general	Ai muèn ®æi bæng nµy kh«ng?
general	Ai muèn ®æi phi ®ao nµy kh«ng?
general	Ai muèn ®æi phi tiªu nµy kh«ng?
general	Ai muèn ®æi cÇm nµy kh«ng?
general	Ai muèn ®æi thuÉn nµy kh«ng?
general	Ai muèn ®æi ¸o nµy kh«ng?
general	Ai muèn ®æi mò nµy kh«ng?
general	Ai muèn ®æi d©y chuyÒn nµy kh«ng?
general	Ai muèn ®æi hé uyÓn nµy kh«ng?
general	Ai muèn ®æi nhÉn nµy kh«ng?
general	Ai muèn ®æi ngäc béi nµy kh«ng?
general	Ai muèn ®æi giµy nµy kh«ng?
general	Ai muèn ®æi ngùa nµy kh«ng?
general	Ai muèn ®æi phi phong nµy kh«ng?
general	Ai muèn ®æi thñy tinh nµy kh«ng?
general	Ai muèn ®æi tinh hång b¶o th¹ch nµy kh«ng?
