Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	Ä§·¨ÊôÐÔË÷Òý1	Ä§·¨ÊôÐÔË÷Òý2	Ä§·¨ÊôÐÔË÷Òý3	Ä§·¨ÊôÐÔË÷Òý4	Ä§·¨ÊôÐÔË÷Òý5	Ä§·¨ÊôÐÔË÷Òý6	ËùÔÚÌ××°	À©Õ¹Ì××°	À©Õ¹Ì××°ÐòºÅ	À©Õ¹Ì××°Òþ²ØÊôÐÔ1	À©Õ¹Ì××°Òþ²ØÊôÐÔ2	¿ÉÈÛÁ¶ÊôÐÔÊýÁ¿	¿ÉÈÛÁ¶ÎÆ¸ÖÆ·ÖÊ	ÊÇ·ñ¿ÉÉýÐÇ×°±¸	¿ÉÏâÇ¶ÐÇ³½Ê¯ÊýÁ¿	×°±¸Í»ÆÆ×£¸£Öµ
Chó Ph­îc Ph¸ gi¸p §Çu Hoµn	0	7	2	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	4	49999	10	0	30	315	315	31																		36	85	39	3									2	337	6	307	233	31	14									
Chó Ph­îc DiÖt L«i C¶nh Phï	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	3	49999	10	0																						36	99	39	3									2	93	234	95	8	107	14									
Chó Ph­îc U ¶o ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	1	49999	10	0																						36	80	39	3									129	130					14									
Chó Ph­îc Xuyªn T©m §éc UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	2	49999	10	0	30	111	111	31																		36	90	39	3									418	309	161	312	421	423	14									
Chó Ph­îc B¨ng Háa Thùc Cèt Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	0	49999	10	0	30	140	140	31																		36	95	39	3									2	104	236	27	6	235	14									
B¨ng Hµn §¬n ChØ Phi §ao	0	1	1	\spr\item\equip\rangeweapon\obj-adart12.spr	15	1	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	0	49999	10	0	28	44	44	29	100	100	167	-20	-20	31												36	99	39	2									2	44	46	69	113	162	15									
B¨ng Hµn HuyÒn Y Thóc Gi¸p	0	2	3	\spr\item\equip\armor\obj-ma-cloth11-3.spr	23	2	3	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	4	49999	10	0	30	720	720	31																		36	95	39	2									418	338	306	307	6	215	15									
B¨ng Hµn T©m TiÔn Yªu KhÊu	0	6	0	\spr\item\equip\sash\obj-sash10.spr	32	2	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	3	49999	10	0	30	160	160	31																		36	85	39	2									418	309	212	307	6	423	15									
B¨ng Hµn HuyÒn Thiªn B¨ng Háa Béi	0	9	1	\spr\item\equip\waist\obj-waist12.spr	36	1	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	1	49999	10	0																						36	80	39	2									129	130					15									
B¨ng Hµn NguyÖt ¶nh Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	2	49999	10	0	30	160	160	31																		36	90	39	2									2	104	214	338	6	213	15									
Thiªn Quang Hoa Vò M¹n Thiªn	0	1	2	\spr\item\equip\rangeweapon\obj-adart26.spr	17	2	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	0	49999	10	0	28	46	46	29	102	102	167	0	0	31												36	99	39	2									8	43	48	71	113	162	16									
Thiªn Quang §Þnh T©m Ng­ng ThÇn Phï	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	4	49999	10	0																						36	95	39	2									2	317	212	107	8		16									
Thiªn Quang S©m La Thóc §¸i	0	6	0	\spr\item\equip\sash\obj-sash09.spr	32	2	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	3	49999	10	0	30	111	111	31																		36	90	39	2									2	309	217	307	6	425	16									
Thiªn Quang Song B¹o Hµn ThiÕt Tr¹c	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	1	49999	10	0	30	135	135	31																		36	85	39	2									2	339	437	317	6	216	16									
Thiªn Quang Thóc Thiªn Ph­îc §Þa Hoµn	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	2	49999	10	0																						36	80	39	2									129	130					16									
S©m Hoang Phi Tinh §o¹t Hån	0	1	0	\spr\item\equip\rangeweapon\obj-adart04.spr	15	1	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	0	49999	10	0	28	42	42	29	98	98	167	0	0	31												36	99	39	2									4	43	48	71	113	162	17									
S©m Hoang Kim TiÒn Liªn Hoµn Gi¸p	0	2	3	\spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	4	49999	10	0	30	720	720	31																		36	95	39	2									4	306	212	317			17									
S©m Hoang Hån Gi¶o Yªu Thóc	0	6	0	\spr\item\equip\sash\obj-sash08.spr	32	2	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	3	49999	10	0	30	160	160	31																		36	85	39	2									418	309	219	307	6	423	17									
S©m Hoang HuyÒn ThiÕt T­¬ng Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist11.spr	34	1	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	1	49999	10	0																						36	80	39	2									129	130					17									
S©m Hoang Tinh VÉn Phi Lý	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	2	49999	10	0	30	160	160	31																		36	90	39	2									418	340	320	307	6	214	17									
§Þa Ph¸ch Ngò hµnh Liªn Hoµn Qu¸n	0	7	3	\spr\item\equip\cap\obj-ma-cap12-3.spr	28	2	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	4	49999	10	0	30	315	315	31																		36	85	39	2									418	341	437	307	6	224	18									
§Þa Ph¸ch H¾c DiÖm Xung Thiªn Liªn	0	4	1	\spr\item\equip\nick\obj-neck19.spr	36	2	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	3	49999	10	0																						36	95	39	2									1	222	221	95	8	107	18									
§Þa Ph¸ch TÝch LÞch L«i Háa Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	1	49999	10	0																						36	80	39	2									129	130					18									
§Þa Ph¸ch KhÊu T©m Tr¹c	0	8	1	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	2	49999	10	0	30	111	111	31																		36	99	39	2									418	309	223	307	6	423	18									
§Þa Ph¸ch §Þa Hµnh Thiªn Lý Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	0	49999	10	0	30	140	140	31																		36	90	39	2									2	104	163	224	6		18									
§ång Cõu Phi Long §Çu Hoµn	0	7	5	\spr\item\equip\cap\obj-ma-cap18-3.spr	28	2	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	3	49999	10	0	30	315	315	31																		36	90	39	6									2	342	237	312	6		19									
§ång Cõu Gi¸ng Long C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth18-3.spr	22	2	3	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	4	49999	10	0	30	500	500	31																		36	90	39	6									1	96	5	39	60	238	19									
§ång Cõu TiÒm Long Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash06.spr	32	2	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	2	49999	10	0	30	140	140	31																		36	85	39	6									2	312	239	309	6	420	19									
§ång Cõu Kh¸ng Long Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	0	49999	10	0	30	111	111	31																		36	99	39	6									2	304	240	151	8	164	19									
§ång Cõu KiÕn Long Ban ChØ	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	4	49999	10	0																						36	80	39	6									129	130					19									
§Þch Kh¸i Lôc Ngäc Tr­îng	0	0	2	\spr\item\equip\closeweapon\obj-staff13.spr	11	1	4	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	2	49999	10	0	28	69	69	29	128	128	167	-10	-10	31												36	99	39	6									46	69	113	73	42	164	20									
§Þch Kh¸i Cöu §¹i C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth18-3.spr	22	2	3	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	0	49999	10	0	30	720	720	31																		36	90	39	6									2	306	242	312	6	289	20									
§Þch Kh¸i TriÒn M·ng Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash05.spr	33	2	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	4	49999	10	0	30	160	160	31																		36	95	39	6									2	309	243	312	6	343	20									
§Þch Kh¸i CÈu TÝch B× Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	3	49999	10	0	30	140	140	31																		36	85	39	6									2	423	244	312	6	420	20									
§Þch Kh¸i Th¶o Gian Th¹ch Giíi	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	1	49999	10	0																						36	80	39	6									129	130					20									
Ma S¸t Quû Cèc U Minh Th­¬ng	0	0	3	\spr\item\equip\closeweapon\obj-spear04.spr	12	1	4	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	2	49999	10	0	28	18	18	29	158	158	167	30	30	31												36	99	39	7									46	69	51	73	43	165	21									
Ma S¸t Tµn D­¬ng ¶nh HuyÕt Gi¸p	0	2	16	\spr\item\equip\armor\obj-ma-cloth09-3.spr	23	2	3	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	0	49999	10	0	30	720	720	31																		36	90	39	7									4	306	423	419	421	247	21									
Ma S¸t XÝch Ký Táa Yªu KhÊu	0	6	1	\spr\item\equip\sash\obj-sash16.spr	33	2	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	4	49999	10	0	30	160	160	31																		36	85	39	7									418	309	417	312	6	344	21									
Ma S¸t Cö Háa Liªu Thiªn UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	3	49999	10	0	30	135	135	31																		36	95	39	7									4	344	248	85	6	246	21									
Ma S¸t V©n Long Thæ Ch©u Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	1	49999	10	0																						36	80	39	7									129	130					21									
Ma Hoµng Kim Gi¸p Kh«i	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	0	49999	10	0	30	315	315	31																		36	90	39	7									2	346	257	312	6	166	22									
Ma Hoµng ¸n XuÊt Hæ H¹ng Khuyªn	0	4	1	\spr\item\equip\nick\obj-neck16.spr	36	2	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	4	49999	10	0	31																					36	95	39	7									1	60	62	95	87	107	22									
Ma Hoµng Khª Cèc Thóc Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash18.spr	32	2	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	3	49999	10	0	30	140	140	31																		36	85	39	7									2	309	254	312	6	420	22									
Ma Hoµng HuyÕt Y Thó Tr¹c	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	1	49999	10	0	30	111	111	31																		36	80	39	7									129	130					22									
Ma Hoµng §¨ng §¹p Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	2	49999	10	0	30	140	140	31																		36	99	39	7									4	320	255	312	6	256	22									
Ma ThÞ LiÖt DiÖm Qu¸n MiÖn	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	3	49999	10	0	30	315	315	31																		36	85	39	7									2	345	423	307	6	250	23									
Ma ThÞ LÖ Ma PhÖ T©m Liªn	0	4	1	\spr\item\equip\nick\obj-neck16.spr	36	2	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	1	49999	10	0																						36	95	39	7									2	317	8	107			23									
Ma ThÞ NghiÖp Háa U Minh Giíi	0	3	0	\spr\item\equip\ring\obj-ring03.spr	37	1	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	2	49999	10	0																						36	80	39	7									129	130					23									
Ma ThÞ HuyÕt Ngäc ThÊt S¸t Béi	0	9	1	\spr\item\equip\waist\obj-waist13.spr	34	1	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	0	49999	10	0																						36	90	39	7									2	309	252	311	6	420	23									
Ma ThÞ S¬n H¶i Phi Hång Lý	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	4	49999	10	0	30	140	140	31																		36	99	39	7									2	320	253	312	6	251	23									
L¨ng Nh¹c Th¸i Cùc KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword22.spr	9	1	3	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	4	49999	10	0	28	46	46	29	86	86	167	0	0	31												36	90	39	8									2	152	6	311	423	167	24									
L¨ng Nh¹c V« Ng· §¹o Bµo	0	2	15	\spr\item\equip\armor\obj-ma-cloth06-3.spr	24	2	3	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	3	49999	10	0	30	630	630	31																		36	95	39	8									2	306	263	313	6	285	24									
L¨ng Nh¹c Né L«i Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	1	49999	10	0																						36	85	39	8									2	309	265	313	6	417	24									
L¨ng Nh¹c V« Cùc HuyÒn Ngäc Béi	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	2	49999	10	0																						36	99	39	8									2	347	266	313	8	264	24									
L¨ng Nh¹c Thiªn §Þa HuyÒn Hoµng Giíi	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	0	49999	10	0																						36	80	39	8									129	130					24									
CËp Phong Ch©n Vò KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword24.spr	9	1	3	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	2	49999	10	0	28	46	46	29	86	86	167	0	0	31												36	99	39	8									46	69	51	73	43	167	25									
CËp Phong Tam Thanh Phï	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	0	49999	10	0	31																					36	95	39	8									2	84	62	95	89	107	25									
CËp Phong HuyÒn Ti Tam §o¹n CÈm	0	6	0	\spr\item\equip\sash\obj-sash10.spr	32	2	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	4	49999	10	0	30	140	140	31																		36	85	39	8									2	309	259	307	421	425	25									
CËp Phong Thóy Ngäc HuyÒn Hoµng Béi	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	3	49999	10	0																						36	90	39	8									2	348	258	313	6	260	25									
CËp Phong Thanh Tïng Ph¸p Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	1	49999	10	0																						36	80	39	8									129	130					25									
S­¬ng Tinh Thiªn Niªn Hµn ThiÕt	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	2	49999	10	0	28	40	40	29	114	114	167	-20	-20	31												36	99	39	9									113	69	46	73	43	168	26									
S­¬ng Tinh Ng¹o S­¬ng §¹o Bµo	0	2	15	\spr\item\equip\armor\obj-ma-cloth05-3.spr	24	2	3	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	0	49999	10	0	30	720	720	31																		36	95	39	9									4	306	267	317	6	278	26									
S­¬ng Tinh Thanh Phong Lò §¸i	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	4	49999	10	0	30	160	160	31																		36	85	39	9									418	309	269	307	6	417	26									
S­¬ng Tinh Thiªn Tinh B¨ng Tinh Thñ	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	3	49999	10	0	30	140	140	31																		36	90	39	9									2	349	270	313	6	268	26									
S­¬ng Tinh Phong B¹o ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	1	49999	10	0																						36	80	39	9									129	130					26									
L«i Khung Hµn Tung B¨ng B¹ch Quan	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	4	49999	10	0	30	315	315	31																		36	95	39	9									418	304	152	313	6	272	27									
L«i Khung Thiªn §Þa Hé Phï	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	3	49999	10	0																						36	99	39	9									4	95	26	107	322	278	27									
L«i Khung Phong L«i Thanh CÈm §¸i	0	6	0	\spr\item\equip\sash\obj-sash09.spr	32	2	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	1	49999	10	0	30	140	140	31																		36	90	39	9									418	309	274	424	6	417	27									
L«i Khung Linh Ngäc UÈn L«i	0	9	1	\spr\item\equip\waist\obj-waist19.spr	36	1	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	2	49999	10	0																						36	85	39	9									2	350	275	273			27									
L«i Khung Cöu Thiªn DÉn L«i Giíi	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	0	49999	10	0																						36	80	39	9									129	130					27									
Vô ¶o B¾c Minh §¹o Qu¸n	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	0	49999	10	0	30	315	315	31																		36	95	39	9									4	271	351	313	6	352	28									
Vô ¶o Ki B¸n Phï Chó	0	4	1	\spr\item\equip\nick\obj-neck20.spr	36	2	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	4	49999	10	0																						36	99	39	9									2	313	169	95	8	107	28									
Vô ¶o Thóc T©m ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring05.spr	37	1	1	<enter>Trang BÞ<enter><color=yellow>Hoµng Kim M«n Ph¸i<color><enter><enter><bclr=pink>Vâ L©m Offline<bclr>	3	49999	10	0																						36	80	39	9									129	130					28									
