Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼şÃû	¶ÔÓ¦Îï¼şË÷Òı	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåĞĞÊôĞÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµş·Å	»ù´¡ÊôĞÔ1ÀàĞÍ	»ù´¡ÊôĞÔ1×îĞ¡Öµ	»ù´¡ÊôĞÔ1×î´óÖµ	»ù´¡ÊôĞÔ2ÀàĞÍ	»ù´¡ÊôĞÔ2×îĞ¡Öµ	»ù´¡ÊôĞÔ2×î´óÖµ	»ù´¡ÊôĞÔ3ÀàĞÍ	»ù´¡ÊôĞÔ3×îĞ¡Öµ	»ù´¡ÊôĞÔ3×î´óÖµ	»ù´¡ÊôĞÔ4ÀàĞÍ	»ù´¡ÊôĞÔ4×îĞ¡Öµ	»ù´¡ÊôĞÔ4×î´óÖµ	»ù´¡ÊôĞÔ5ÀàĞÍ	»ù´¡ÊôĞÔ5×îĞ¡Öµ	»ù´¡ÊôĞÔ5×î´óÖµ	»ù´¡ÊôĞÔ6ÀàĞÍ	»ù´¡ÊôĞÔ6×îĞ¡Öµ	»ù´¡ÊôĞÔ6×î´óÖµ	»ù´¡ÊôĞÔ7ÀàĞÍ	»ù´¡ÊôĞÔ7×îĞ¡Öµ	»ù´¡ÊôĞÔ7×î´óÖµ	ĞèÇóÊôĞÔ1ÀàĞÍ	ĞèÇóÊôĞÔ1ÊıÖµ	ĞèÇóÊôĞÔ2ÀàĞÍ	ĞèÇóÊôĞÔ2ÊıÖµ	ĞèÇóÊôĞÔ3ÀàĞÍ	ĞèÇóÊôĞÔ3ÊıÖµ	ĞèÇóÊôĞÔ4ÀàĞÍ	ĞèÇóÊôĞÔ4ÊıÖµ	ĞèÇóÊôĞÔ5ÀàĞÍ	ĞèÇóÊôĞÔ5ÊıÖµ	ĞèÇóÊôĞÔ6ÀàĞÍ	ĞèÇóÊôĞÔ6ÊıÖµ
MÆt n¹ -Tö §oan (Tr­êng C«ng)	0	11	465	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1569	1569	89	1000	1000																											
MÆt n¹ -Tö Vò (Tr­êng C«ng)	0	11	466	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1570	1570	89	1000	1000																											
MÆt n¹ -Tö §oan (Kiªn NhÉn)	0	11	467	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1569	1569	114	10	10																											
MÆt n¹ -Tö Vò (Kiªn NhÉn)	0	11	468	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1570	1570	114	10	10																											
MÆt n¹ - Cæ TruyÒn	0	11	469	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1572	1572	85	300	300	121	25	25	172	25	25	169	500	500	170	500	500	171	500	500												
MÆt n¹ - ¸o Dµi	0	11	470	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1573	1573	85	300	300	121	25	25	172	25	25	169	500	500	170	500	500	171	500	500												
MÆt n¹ KiÕm Phong (cöu mÖnh)	0	11	471	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1582	1582	85	1000	1000																											
MÆt n¹ V©n Hµ (cöu mÖnh)	0	11	472	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1583	1583	85	1000	1000																											
MÆt n¹ KiÕm Phong (tr­êng c«ng)	0	11	473	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1582	1582	89	1000	1000																											
MÆt n¹ V©n Hµ (tr­êng c«ng)	0	11	474	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1583	1583	89	1000	1000																											
MÆt n¹ KiÕm Phong (kiªn nhÉn)	0	11	475	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1582	1582	114	10	10																											
MÆt n¹ V©n Hµ (kiªn nhÉn)	0	11	476	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1583	1583	114	10	10																											
MÆt n¹ - B¹ch thµnh quËn chñ	0	11	477	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		695	695													44	7200	7200															
MÆt n¹ - Lam linh c«ng tö	0	11	478	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		696	696													44	7200	7200															
MÆt n¹ Tr­êng C«ng	0	11	479	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0																																	
MÆt n¹ Kiªn Ng¹nh	0	11	480	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0																																	
Ò×ÈİÃæ¾ß-ÎäÁÖÖÁ×ğ£¨·ÏÆú£©	0	11	481	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo vµo sÏ nh©n ®­îc vâ c«ng c¸i thÕ		0	1	0		131	131																														
MÆt n¹ - Anh hïng chiÕn tr­êng	0	11	482	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi mÆc vµo vµ tham gia chiÕn tr­êng Tèng Kim sÏ nhËn ®­îc nhiÒu ®iÓm tİch lòy Tèng Kim		0	1	0																																	
MÆt N¹ DŞ Dung - Thiªn Sø Nguyªn §¸n ( ®á )	0	11	483	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		624	624													44																	
MÆt N¹ DŞ Dung - Thiªn Sø Nguyªn §¸n ( vµng )	0	11	484	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1137	1137													44																	
MÆt N¹ DŞ Dung - Thiªn Sø Nguyªn §¸n ( xanh )	0	11	485	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1134	1134													44																	
MÆt N¹ DŞ Dung - Thiªn Sø L·o Nh©n ( ®á )	0	11	486	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		623	623													44																	
MÆt N¹ DŞ Dung - Thiªn Sø L·o Nh©n ( vµng )	0	11	487	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1133	1133													44																	
MÆt N¹ DŞ Dung - Thiªn Sø L·o Nh©n ( xanh )	0	11	488	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1130	1130													44																	
MÆt N¹ DŞ Dung - Tinh Linh Nguyªn §¸n ( ®á )	0	11	489	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1128	1128													44																	
MÆt N¹ DŞ Dung - Tinh Linh Nguyªn §¸n ( vµng )	0	11	490	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1129	1129													44																	
MÆt N¹ DŞ Dung - Tinh Linh Nguyªn §¸n ( xanh )	0	11	491	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1126	1126													44																	
MÆt n¹ - Chİ T«n Vâ L©m ThiÕu HiÖp	0	11	492	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1668	1668													44																	
MÆt n¹ - Chİ T«n Vâ L©m N÷ HiÖp	0	11	493	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Mang vµo sÏ gièng NPC, hÕt h¹n tù ®éng mÊt.		0	1	0		1669	1669													44																	
Phï Tang DiÖn Tr¸o	0	11	494	\spr\item\equip\mask\yrmj_02.spr	379	1	1	T­¬ng truyÒn ®©y lµ lo¹i mÆt n¹ bİ truyÒn mµ c¸c Èn gi¶ phï tang th­êng dïng.		0	1	0				256	1	1																											
HiÖp Kh¸ch DiÖn	0	11	495	\spr\item\equip\mask\yrmj_02.spr	379	1	1	ThuËt c¶i trang khã mµ nhËn biÕt ®­îc bªn trong Èn chøa c¸i g×.		0	1	0				257	1	1																											
MÆt n¹ - B¹ch Doanh Doanh	0	11	496	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		742	742	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - B¹ch thµnh quËn chñ	0	11	497	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		695	695	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Chung Linh Tó 	0	11	498	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		567	567	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Cæ B¸ch	0	11	499	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		566	566	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - §ao song phông	0	11	500	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1222	1222	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - §¹o Thanh Ch©n Nh©n	0	11	501	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		562	562	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - DiÖu Nh­ 	0	11	502	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		513	513	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - §oan Méc DuÖ 	0	11	503	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		565	565	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - §«ng tö	0	11	504	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		471	471	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - §­êng BÊt NhiÔm	0	11	505	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		741	741	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - §­êng thÇn	0	11	506	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1227	1227	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - §­êng Thiªn T©m	0	11	507	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1140	1140	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Gia LuËt TŞ Ly	0	11	508	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		563	563	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Hµ Linh Phiªu	0	11	509	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		568	568	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Hµ Nh©n Ng· 	0	11	510	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		745	745	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - H¹ Thµnh	0	11	511	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1138	1138	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Heo tr¾ng	0	11	512	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		43	43	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - H­¬u ®èm	0	11	513	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		42	42	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - HuyÒn Gi¸c §¹i S­ 	0	11	514	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		740	740	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Lam linh c«ng tö	0	11	515	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		696	696	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Lam Y Y	0	11	516	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		582	582	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - LiÔu Phi Yªn	0	11	517	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1230	1230	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - LiÔu Thanh Thanh	0	11	518	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		523	523	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Long thËp tam gia	0	11	519	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1231	1231	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - M¹nh Th­¬ng L­¬ng	0	11	520	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		583	583	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Mé Dung YÕn	0	11	521	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1223	1223	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - NguyÖt dao dao	0	11	522	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1228	1228	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - PhiÕn Kh¸ch	0	11	523	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		602	602	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - T©n Niªn HiÖp Kh¸ch	0	11	524	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1122	1122	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - T©n Niªn HiÖp N÷ 	0	11	525	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1123	1123	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Thanh Niªn H¶i §­êng	0	11	526	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1046	1046	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Thµnh Niªn H¶i §­êng	0	11	527	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1064	1064	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Thanh Niªn Háa NhËn	0	11	528	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1045	1045	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Thµnh Niªn Háa NhËn	0	11	529	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1063	1063	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Thanh Niªn Kim Phong	0	11	530	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1047	1047	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Thµnh Niªn Kim Phong	0	11	531	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1065	1065	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Thanh Niªn L«i KiÕm	0	11	532	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1043	1043	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Thµnh Niªn L«i KiÕm	0	11	533	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1061	1061	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Thanh Niªn TiÕu S­¬ng	0	11	534	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1044	1044	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Thµnh Niªn TiÕu S­¬ng	0	11	535	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1062	1062	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Thanh TuyÖt S­ Th¸i	0	11	536	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		743	743	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - ThiÕu Niªn H¶i §­êng	0	11	537	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1059	1059	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - ThiÕu Niªn Háa NhËn	0	11	538	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1058	1058	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - ThiÕu Niªn Kim Phong	0	11	539	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1060	1060	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - ThiÕu Niªn L«i KiÕm	0	11	540	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1056	1056	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - ThiÕu Niªn TiÕu S­¬ng	0	11	541	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1057	1057	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - T« Tõ Hinh	0	11	542	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1139	1139	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Tr­¬ng T«ng Chİnh	0	11	543	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		511	511	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Tö hiÖp	0	11	544	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1224	1224	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - TuyÒn C¬ Tö 	0	11	545	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		747	747	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Voi Ch©u ¸ 	0	11	546	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		13	13	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Voi Hoµng Hµ 	0	11	547	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		14	14	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - V­¬ng T¸ 	0	11	548	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		739	739	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - Yªn HiÓu Tr¸i	0	11	549	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		744	744	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ - YÕn triÖu	0	11	550	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1229	1229	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ ChiÕu NhËt MiÖn	0	11	551	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1312	1312	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ DiÖu NhÊt	0	11	552	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1314	1314	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ §o¹n Méc Ly	0	11	553	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1316	1316	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ §­êng H¹o	0	11	554	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1313	1313	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ h»ng nga	0	11	555	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1456	1456	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ L¨ng Tiªu Tö	0	11	556	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1319	1319	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ LÖ ChiÕt Mai	0	11	557	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1315	1315	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
MÆt n¹ Xu©n Ng­u	0	11	558	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1397	1397	245	10	10	106	10	10	108	10	10	110	10	10				111	10	10												
Ò×ÈİÃæ¾ß-Áú¾ÅÌì	0	11	559	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo lªn ng­êi sÏ trë thµnh h×no d¹ng cña NPC nµy		0	1	0		1625	1625																														
